,,Random,Majority,Class ratio,Gaussian NB,XGBoost
1,acc.,0.4878048780487805,0.975609756097561,0.823170731707317,0.8902439024390244,0.926829268292683
1,bacc.,0.615625,0.5,0.54375,0.94375,0.596875
1,f1,0.6329029172644668,0.9635651912074675,0.8819217615441062,0.9249655206689612,0.9418096273774387
1,auroc,0.5,0.5,0.45625,0.953125,0.8546875
1,ap,0.024390243902439025,0.024390243902439025,0.022520918639843332,0.27763157894736845,0.1284989316239316
4,acc.,0.5076923076923077,0.6076923076923076,0.5692307692307692,0.6076923076923076,0.6076923076923076
4,bacc.,0.5011169024571853,0.5,0.4926780838917846,0.5243236535120377,0.5034748076445769
4,f1,0.513038313038313,0.45940375414059625,0.5070445344129555,0.5332544378698225,0.47277507835342136
4,auroc,0.5,0.5,0.5073219161082155,0.5445519980143956,0.588235294117647
4,ap,0.3923076923076923,0.3923076923076923,0.39583520171755465,0.4968323047110365,0.4611602627688879
5,acc.,0.4576271186440678,0.9661016949152542,0.7711864406779662,0.8559322033898306,0.923728813559322
5,bacc.,0.5986842105263158,0.5,0.5197368421052632,0.44298245614035087,0.4780701754385965
5,f1,0.5965343213045887,0.9494447691408533,0.8424262445048663,0.8911074994195496,0.927798103486896
5,auroc,0.5,0.5,0.48026315789473684,0.6206140350877193,0.17324561403508773
5,ap,0.03389830508474576,0.03389830508474576,0.03266812465828321,0.058824780593601377,0.024529091246788738
8,acc.,0.47368421052631576,0.9035087719298246,0.7105263157894737,0.8070175438596491,0.8508771929824561
8,bacc.,0.4245366284201236,0.5,0.6368049426301854,0.44660194174757284,0.470873786407767
8,f1,0.576044891640867,0.8577087880992805,0.7663119547502636,0.8070175438596491,0.8307142263241041
8,auroc,0.5,0.5,0.36319505736981467,0.44130626654898497,0.44483671668137686
8,ap,0.09649122807017543,0.09649122807017543,0.08104066985645932,0.0949563319313918,0.10057130416721193
9,acc.,0.45689655172413796,0.9655172413793104,0.75,0.896551724137931,0.9655172413793104
9,bacc.,0.35714285714285715,0.5,0.38839285714285715,0.4642857142857143,0.5
9,f1,0.6023412061818008,0.9485783424077435,0.8275862068965517,0.9128526645768025,0.9485783424077435
9,auroc,0.5,0.5,0.6116071428571428,0.2522321428571429,0.5558035714285714
9,ap,0.034482758620689655,0.034482758620689655,0.04395604395604396,0.028031846212070617,0.05709282307711025
10,acc.,0.4649122807017544,0.5087719298245614,0.5350877192982456,0.5526315789473685,0.5175438596491229
10,bacc.,0.4642857142857143,0.5,0.5301724137931034,0.5458743842364532,0.5092364532019704
10,f1,0.464293491418779,0.34312525499796004,0.49514438653954107,0.47372738655498475,0.3764988642501851
10,auroc,0.5,0.5,0.4698275862068966,0.48768472906403937,0.6059113300492611
10,ap,0.49122807017543857,0.49122807017543857,0.47673960181352254,0.5382041654309385,0.5790760926642815
13,acc.,0.4608695652173913,0.8347826086956521,0.7130434782608696,0.6695652173913044,0.8347826086956521
13,bacc.,0.46600877192982454,0.5,0.5326206140350878,0.4010416666666667,0.5
13,f1,0.5269130434782608,0.7596126107562332,0.7258906798310831,0.6695652173913044,0.7596126107562332
13,auroc,0.5,0.5,0.46737938596491224,0.4418859649122807,0.5345394736842105
13,ap,0.16521739130434782,0.16521739130434782,0.1568385847562049,0.14468943796432876,0.21085499751301948
14,acc.,0.46846846846846846,0.3333333333333333,0.42342342342342343,0.3783783783783784,0.32432432432432434
14,bacc.,0.46621621621621623,0.5,0.5540540540540541,0.5,0.4527027027027027
14,f1,0.4836209052263067,0.16666666666666666,0.3559475350520127,0.3102137365886627,0.2292829540575354
14,auroc,0.5,0.5,0.44594594594594594,0.6420745069393718,0.4806428049671293
14,ap,0.6666666666666666,0.6666666666666666,0.6436333240456952,0.7292214663446932,0.6397057989534468
15,acc.,0.4956521739130435,0.6173913043478261,0.591304347826087,0.6086956521739131,0.5826086956521739
15,bacc.,0.5094430217669654,0.5,0.5177656850192062,0.5232074263764405,0.48047375160051214
15,f1,0.5010110609540404,0.4713417484805984,0.5474815040032431,0.5457084125198775,0.4803351997294352
15,auroc,0.5,0.5,0.48223431498079383,0.5454545454545454,0.5611395646606914
15,ap,0.3826086956521739,0.3826086956521739,0.37444075351105877,0.4723346327844067,0.4090826347386856
22,acc.,0.46153846153846156,0.6442307692307693,0.5961538461538461,0.5769230769230769,0.5865384615384616
22,bacc.,0.4489713594191206,0.5,0.5050423557886244,0.44776119402985076,0.4673255344897136
22,f1,0.47262383061086843,0.5048358074673864,0.5551619433198381,0.4713883677298312,0.5024473676185054
22,auroc,0.5,0.5,0.49495764421137556,0.47841871722468743,0.49052037111738606
22,ap,0.3557692307692308,0.3557692307692308,0.35347621377033145,0.3244945910749488,0.3474427255593909
23,acc.,0.43636363636363634,0.6090909090909091,0.5454545454545454,0.6181818181818182,0.5545454545454546
23,bacc.,0.43318292259632074,0.5,0.4685872960777508,0.5282887886150642,0.4677195418257549
23,f1,0.44315216399525537,0.4611196712891628,0.48390151515151514,0.531993006993007,0.4708539944903581
23,auroc,0.5,0.5,0.5314127039222492,0.4828184658104825,0.36896910794862897
23,ap,0.39090909090909093,0.39090909090909093,0.40654481802268755,0.4316201783933066,0.3346326356706421
26,acc.,0.5508474576271186,0.7457627118644068,0.711864406779661,0.711864406779661,0.7457627118644068
26,bacc.,0.5231060606060607,0.5,0.5651515151515152,0.4992424242424242,0.5
26,f1,0.5786444727942816,0.6371564916899786,0.6907964279205393,0.6444642680146695,0.6371564916899786
26,auroc,0.5,0.5,0.4348484848484848,0.5200757575757575,0.5481060606060606
26,ap,0.2542372881355932,0.2542372881355932,0.2324224605096276,0.2740218340212906,0.29767977500457576
27,acc.,0.41739130434782606,0.8347826086956521,0.7130434782608696,0.8173913043478261,0.7478260869565218
27,bacc.,0.3555372807017544,0.5,0.5115131578947368,0.6373355263157895,0.4479166666666667
27,f1,0.4906810154891996,0.7596126107562332,0.7212644548805737,0.8109698996655518,0.7143413367942895
27,auroc,0.5,0.5,0.48848684210526316,0.738486842105263,0.4671052631578947
27,ap,0.16521739130434782,0.16521739130434782,0.16211707389089836,0.4025371348993598,0.15525073008088075
28,acc.,0.4956521739130435,0.6434782608695652,0.5739130434782609,0.6260869565217392,0.6434782608695652
28,bacc.,0.4830257086354647,0.5,0.48945286750164796,0.497363216875412,0.5054383651944627
28,f1,0.5055939489579365,0.5038877386703474,0.5401439140569575,0.5226207266091405,0.5189771983800413
28,auroc,0.5,0.5,0.510547132498352,0.6127224785761372,0.4489123269611074
28,ap,0.3565217391304348,0.3565217391304348,0.36144407024576697,0.4473553256439674,0.37241516118226853
31,acc.,0.5491803278688525,0.7950819672131147,0.6475409836065574,0.7213114754098361,0.8032786885245902
31,bacc.,0.5828865979381443,0.5,0.4517525773195876,0.4832989690721649,0.52
31,f1,0.5919222178615194,0.7043191855677822,0.6448482040987897,0.6854251656516749,0.723312933118919
31,auroc,0.5,0.5,0.5482474226804124,0.6709278350515464,0.7208247422680413
31,ap,0.20491803278688525,0.20491803278688525,0.2221411843425895,0.3087905604901897,0.3669113327701374
32,acc.,0.42276422764227645,0.8780487804878049,0.7642276422764228,0.7235772357723578,0.8699186991869918
32,bacc.,0.38425925925925924,0.5,0.5212962962962963,0.41203703703703703,0.49537037037037035
32,f1,0.515277435602639,0.8210326259106748,0.7782750136235282,0.7372296364473079,0.816967126193001
32,auroc,0.5,0.5,0.47870370370370374,0.358641975308642,0.4049382716049383
32,ap,0.12195121951219512,0.12195121951219512,0.11759412739758465,0.09465686041840089,0.10623980016614556
